,origin,destination,date,interarrival,arrival
0,6415236554,1656402167,2020-05-25 00:29:22,0.489584519033988,0.489584519033988
1,1165288374,3560961784,2020-05-25 01:23:22,0.90009646489784,1.389680983931828
2,4019836808,3137779920,2020-05-25 01:43:37,0.337279262036644,1.726960245968473
3,1165289245,3029784494,2020-05-25 02:21:58,0.639346027415841,2.366306273384313
4,3529171520,3516419784,2020-05-25 03:36:19,1.239216492421218,3.605522765805532
5,164664881,3516419262,2020-05-25 04:22:05,0.762646203529258,4.368168969334789
6,3561604539,4581781501,2020-05-25 04:24:21,0.037926240328229,4.406095209663018
7,6896264215,164914151,2020-05-25 04:28:18,0.065632586178279,4.471727795841297
8,3529171617,3561602457,2020-05-25 04:29:11,0.01493273621695,4.486660532058247
9,3560959994,3516268297,2020-05-25 04:39:03,0.164270738849133,4.65093127090738
10,7409338182,7079568718,2020-05-25 04:39:34,0.008571973341096,4.659503244248477
11,6932919695,165099354,2020-05-25 04:49:55,0.172487071620386,4.831990315868863
12,6804507150,164632172,2020-05-25 05:05:22,0.25755323460357,5.089543550472433
13,2317814830,2545147818,2020-05-25 05:09:14,0.064536404114499,5.154079954586932
14,3411522566,3411522561,2020-05-25 05:22:37,0.222986836431134,5.377066791018065
15,4546987383,164973588,2020-05-25 05:33:13,0.176702083690893,5.553768874708958
16,3561602354,3516418967,2020-05-25 05:33:30,0.004799447678197,5.558568322387155
17,165099340,3487509327,2020-05-25 05:43:13,0.161808892719896,5.720377215107051
18,165130066,164795459,2020-05-25 05:46:46,0.059334450884108,5.77971166599116
19,3529171436,3411546321,2020-05-25 05:53:08,0.106039751022507,5.885751417013667
20,6906647840,5149877395,2020-05-25 05:57:06,0.065921771828807,5.951673188842474
21,3516324998,5130611332,2020-05-25 06:07:19,0.1704335938734,6.122106782715874
22,5130547956,3516268618,2020-05-25 06:11:52,0.07567095177042,6.197777734486294
23,164702009,3459974748,2020-05-25 06:13:12,0.022237681328647,6.220015415814942
24,2804450168,164920509,2020-05-25 06:19:21,0.102525593884214,6.322541009699155
25,2916351593,5050859981,2020-05-25 06:31:12,0.197516526955121,6.520057536654276
26,7111456927,3560961709,2020-05-25 06:34:03,0.047674131414668,6.567731668068944
27,3529171824,6896264214,2020-05-25 06:36:01,0.032708472106002,6.600440140174946
28,7131167531,3560959801,2020-05-25 06:39:51,0.063986851391734,6.66442699156668
29,5130753005,3516264342,2020-05-25 07:00:52,0.35022148631056,7.01464847787724
30,5902605221,7205445119,2020-05-25 07:19:05,0.303496961344877,7.318145439222118
31,3561603329,2545147818,2020-05-25 07:24:32,0.090809748268814,7.408955187490932
32,3516418242,6896150221,2020-05-25 07:35:55,0.18971744613363,7.598672633624561
33,7312867203,3411522561,2020-05-25 07:45:02,0.152109054411765,7.750781688036326
34,3560960619,3529171937,2020-05-25 07:47:21,0.03863832790994,7.789420015946266
35,164871553,3516268348,2020-05-25 07:47:50,0.007873233374008,7.797293249320274
36,6332994526,3516418913,2020-05-25 07:53:00,0.086228479823546,7.883521729143821
37,165024226,4606542558,2020-05-25 07:56:59,0.066410688851566,7.949932417995387
38,164587456,3561605221,2020-05-25 07:59:11,0.036516779359343,7.98644919735473
39,2225603340,3516268631,2020-05-25 08:00:17,0.01836156762216,8.00481076497689
40,164920509,3516418830,2020-05-25 08:01:59,0.028379795393059,8.033190560369949
41,165000541,3561601951,2020-05-25 08:04:03,0.034424475293083,8.067615035663032
42,1165288374,3411546294,2020-05-25 08:05:04,0.017061229352873,8.084676265015904
43,5050833222,4616354432,2020-05-25 08:06:12,0.018766698629499,8.103442963645403
44,2315473897,2545147818,2020-05-25 08:08:12,0.03328385353894,8.136726817184343
45,5725642008,7033890372,2020-05-25 08:14:37,0.107151211468143,8.243878028652485
46,7329081184,5160612936,2020-05-25 08:17:30,0.048002112294162,8.291880140946647
47,1165288323,3561605167,2020-05-25 08:18:36,0.018132557293296,8.310012698239943
48,1165289231,6883378706,2020-05-25 08:19:39,0.017715844443838,8.327728542683781
49,3560960949,2225603344,2020-05-25 08:21:38,0.03297737116301,8.360705913846791
