,origin,destination,date,interarrival,arrival
0,6415236554,5050859981,2020-05-25 00:21:01,0.350352746070823,0.350352746070823
1,1165288374,3529171912,2020-05-25 00:21:59,0.016069982646519,0.366422728717342
2,3516419255,5149905472,2020-05-25 00:51:16,0.488040144314041,0.854462873031383
3,3411546297,3529171507,2020-05-25 01:19:38,0.472845819359906,1.32730869239129
4,1165289179,3411522562,2020-05-25 01:51:44,0.535071678159994,1.862380370551284
5,6902694640,3516419088,2020-05-25 02:13:07,0.35628068921084,2.218661059762124
6,3561604539,165042634,2020-05-25 02:24:38,0.19204043862267,2.410701498384794
7,6896264215,3516324983,2020-05-25 03:06:27,0.697000827138966,3.107702325523761
8,3529171617,3516419996,2020-05-25 03:15:12,0.145838193681492,3.253540519205253
9,7033782805,6902419636,2020-05-25 03:22:50,0.127082252892142,3.380622772097395
10,7409338182,164613585,2020-05-25 03:46:40,0.397399664293635,3.77802243639103
11,6932919695,3516419250,2020-05-25 04:03:34,0.281625352182985,4.059647788574015
12,6804507150,164760558,2020-05-25 04:06:01,0.040848339322803,4.100496127896818
13,164739325,164705513,2020-05-25 04:18:14,0.203670143241058,4.304166271137876
14,3561604077,6384093792,2020-05-25 04:21:42,0.057618294894566,4.361784566032442
15,5172828020,3516418281,2020-05-25 04:47:47,0.434843583127584,4.796628149160027
16,3561604750,3411546298,2020-05-25 05:14:17,0.441495464856581,5.238123614016608
17,165099340,165013256,2020-05-25 05:22:22,0.134782176507318,5.372905790523927
18,165130066,6892211492,2020-05-25 05:44:36,0.370614745666265,5.743520536190191
19,3529171436,4582816908,2020-05-25 05:45:35,0.016409921173808,5.759930457363999
20,6906647840,1751803692,2020-05-25 05:53:56,0.139133571001367,5.899064028365366
21,3561604796,164871614,2020-05-25 05:54:44,0.013349016576526,5.912413044941892
22,164677198,7222399274,2020-05-25 06:00:54,0.102684197301248,6.01509724224314
23,164702009,6120068322,2020-05-25 06:01:41,0.013229814873262,6.028327057116402
24,2804450168,4593349407,2020-05-25 06:02:45,0.017724699614146,6.046051756730549
25,2916351593,7189860628,2020-05-25 06:09:51,0.118360201274406,6.164411958004955
26,7111456927,7199694205,2020-05-25 06:11:52,0.033389331651129,6.197801289656084
27,3529171824,3516418242,2020-05-25 06:12:45,0.014740876085074,6.212542165741159
28,7131167531,3411522568,2020-05-25 06:14:41,0.032432101494313,6.244974267235472
29,6987523530,164872468,2020-05-25 06:18:03,0.05610730900697,6.301081576242442
30,7101042356,7485712620,2020-05-25 06:22:59,0.082198107833075,6.383279684075517
31,164905469,3561602353,2020-05-25 06:24:45,0.029365659167869,6.412645343243386
32,3516325151,5086188523,2020-05-25 06:32:45,0.133294855342318,6.545940198585704
33,3561604054,165096252,2020-05-25 06:37:54,0.085995161869128,6.631935360454833
34,3516268545,3029784493,2020-05-25 06:43:25,0.091707128719323,6.723642489174155
35,3411546307,3411617038,2020-05-25 06:47:14,0.063757374356829,6.787399863530984
36,5721865222,1656402167,2020-05-25 06:59:35,0.205669869203715,6.993069732734699
37,3516418796,3529171583,2020-05-25 07:03:58,0.073198452350177,7.066268185084876
38,7069204467,3411522569,2020-05-25 07:04:50,0.014411369904926,7.080679554989803
39,3416515428,3561604850,2020-05-25 07:10:43,0.098180213399909,7.178859768389711
40,4019819281,3561605845,2020-05-25 07:27:02,0.27177222176897,7.450631990158681
41,3453183887,278870645,2020-05-25 07:30:25,0.056407704159766,7.507039694318447
42,1165288981,3411546322,2020-05-25 07:41:10,0.179267464994643,7.68630715931309
43,164893687,4626126933,2020-05-25 07:43:13,0.034012668279168,7.720319827592258
44,4606466956,165217192,2020-05-25 07:47:18,0.068141195871513,7.788461023463771
45,2916351584,4590120295,2020-05-25 07:50:01,0.045394033277821,7.833855056741593
46,3516268041,3516264380,2020-05-25 07:52:50,0.046712669330804,7.880567726072396
47,4581748894,3560960307,2020-05-25 08:00:06,0.121116824002161,8.001684550074557
48,2316664606,3561604539,2020-05-25 08:02:36,0.041720645224942,8.0434051952995
49,1656402200,6882951301,2020-05-25 08:12:38,0.167179225607311,8.21058442090681
50,4626818791,164892954,2020-05-25 08:15:11,0.042737857105354,8.253322278012165
51,1165288374,3529171528,2020-05-25 08:15:28,0.00465940097668,8.257981678988845
52,4582816933,3529171507,2020-05-25 08:16:58,0.024816757197337,8.282798436186182
53,6906860464,3516419244,2020-05-25 08:23:10,0.1034999159568,8.386298352142981
54,1165289455,164664885,2020-05-25 08:24:52,0.028357357028204,8.414655709171186
55,3702637581,3411546296,2020-05-25 08:24:58,0.001500123839566,8.416155833010752
56,2686712984,3516268620,2020-05-25 08:25:53,0.01544364405251,8.431599477063262
57,5150002463,7033782813,2020-05-25 08:26:07,0.003780597355451,8.435380074418713
58,3516418245,164681927,2020-05-25 08:42:44,0.276950602691965,8.712330677110678
59,522280600,3411522561,2020-05-25 08:54:14,0.19179575650289,8.904126433613568
60,3516419781,3456307291,2020-05-25 08:59:30,0.087612956237336,8.991739389850904
61,2775946196,4600621894,2020-05-25 09:02:22,0.047734192312815,9.039473582163719
62,4019836952,4593079480,2020-05-25 09:06:49,0.074329660994501,9.11380324315822
63,1165289551,3561602905,2020-05-25 09:07:23,0.009516914566682,9.123320157724901
64,1165289505,164769891,2020-05-25 09:08:28,0.017799988759894,9.141120146484795
65,6867485858,6895753524,2020-05-25 09:10:45,0.038113378386351,9.179233524871146
66,5800994593,3516268515,2020-05-25 09:12:06,0.022639065143272,9.201872590014418
67,3561605193,3937043168,2020-05-25 09:12:15,0.00240006691576,9.204272656930177
68,3516419250,3453188699,2020-05-25 09:24:50,0.209622580451253,9.41389523738143
69,164871531,4589241410,2020-05-25 09:26:37,0.029887984346038,9.443783221727468
70,6902173961,3516418267,2020-05-25 09:28:47,0.035993457434689,9.479776679162157
71,3411546294,3024673662,2020-05-25 09:29:59,0.020065116733605,9.499841795895762
72,7321997446,3560960482,2020-05-25 09:30:55,0.015438826874609,9.515280622770371
73,3561605445,2916351582,2020-05-25 09:32:25,0.025112495351353,9.540393118121724
74,4019836882,3516268671,2020-05-25 09:37:55,0.091571943416055,9.631965061537779
75,2315473864,165210066,2020-05-25 09:42:01,0.068510638878024,9.700475700415803
76,165067393,6902419633,2020-05-25 09:43:29,0.024473537266486,9.724949237682289
77,5149792602,5149955408,2020-05-25 09:43:32,0.000672602020371,9.72562183970266
78,3560960171,3529171935,2020-05-25 09:48:27,0.081954980668259,9.807576820370919
79,4589358611,3560959801,2020-05-25 09:49:25,0.01611198345735,9.823688803828269
80,164682289,5149905472,2020-05-25 09:52:06,0.044860327084653,9.868549130912921
