,origin,destination,date,interarrival,arrival
0,164865928,6892198576,2020-05-25 06:10:15,6.170935917709717,6.170935917709717
1,164865928,3516268498,2020-05-25 06:11:20,0.018111223220076,6.189047140929794
2,164865928,6902961252,2020-05-25 06:18:18,0.116120943252556,6.305168084182349
3,164865928,164835649,2020-05-25 06:31:49,0.225319131334597,6.530487215516946
4,1165289574,4581748585,2020-05-25 09:10:38,2.646819676869314,9.17730689238626
5,1165289479,3560960390,2020-05-25 09:11:35,0.015934412019261,9.193241304405522
6,7313154314,3516419077,2020-05-25 09:13:04,0.024771076958272,9.218012381363794
7,1165288593,3560960904,2020-05-25 10:01:57,0.814595466663839,10.032607848027633
8,164865928,3560960949,2020-05-25 10:03:16,0.02201463135534,10.054622479382973
9,4587919089,3516418796,2020-05-25 10:04:55,0.027465109595711,10.082087588978684
10,165202937,3560961287,2020-05-25 10:04:58,0.000765149256306,10.08285273823499
11,164865928,6530514941,2020-05-25 10:05:25,0.007604553437986,10.090457291672976
12,164865928,2904707921,2020-05-25 10:05:30,0.001293537821622,10.091750829494599
13,5625834176,164664877,2020-05-25 10:08:00,0.041734808837697,10.133485638332296
14,164865928,794452024,2020-05-25 10:20:32,0.208824447788491,10.342310086120786
15,3411546312,7085761738,2020-05-25 10:22:00,0.024434968601742,10.366745054722529
16,165202937,164788494,2020-05-25 10:22:23,0.006352259157932,10.37309731388046
17,3603432689,5172832266,2020-05-25 10:22:56,0.009162231442046,10.382259545322507
18,164865928,7328907851,2020-05-25 10:22:56,0.000202895806437,10.382462441128943
19,7111456936,3516418834,2020-05-25 10:23:31,0.009518758887527,10.39198120001647
20,6274183142,3411617029,2020-05-25 10:27:21,0.063884562654396,10.455865762670866
21,165202937,3516264380,2020-05-25 10:33:57,0.109999404905059,10.565865167575925
22,164881410,3411546326,2020-05-25 10:44:17,0.172209753013691,10.738074920589616
23,165202937,6891345146,2020-05-25 11:41:14,0.949280775360112,11.687355695949728
24,165202937,164861170,2020-05-25 11:41:16,0.000558422781806,11.687914118731534
25,165202937,164714384,2020-05-25 11:41:20,0.001159072325429,11.689073191056963
26,164705706,3561602787,2020-05-25 11:42:22,0.017115735230563,11.706188926287526
27,1165289531,164760558,2020-05-25 11:44:30,0.035650850905231,11.741839777192757
28,7161536782,3561605058,2020-05-25 11:44:31,0.000150766284554,11.74199054347731
29,164705594,5156930142,2020-05-25 11:45:56,0.023641513152091,11.765632056629402
30,7249132978,7329106694,2020-05-25 11:47:40,0.02886173436419,11.794493790993592
31,164795669,3561605912,2020-05-25 11:47:45,0.001356070421412,11.795849861415004
32,164701937,2759106329,2020-05-25 11:48:51,0.018401372968381,11.814251234383384
33,165202937,164871581,2020-05-25 11:49:35,0.012259887042353,11.826511121425737
34,165202937,2864845821,2020-05-25 11:50:15,0.011258507457001,11.837769628882738
35,164707152,278870558,2020-05-25 11:53:29,0.053630296592562,11.8913999254753
36,164865928,164702050,2020-05-25 11:53:29,2.07251617e-07,11.891400132726917
37,7138026353,4603431226,2020-05-25 11:53:46,0.004885417069715,11.896285549796632
38,165202937,7278828068,2020-05-25 11:55:03,0.021452627941668,11.9177381777383
39,5085563210,165115453,2020-05-25 11:55:28,0.006758587709939,11.92449676544824
40,165202937,164895986,2020-05-25 11:55:48,0.005586022974455,11.930082788422695
41,165093570,7079568711,2020-05-25 11:57:02,0.020476136790581,11.950558925213276
42,164865928,7189860628,2020-05-25 11:59:37,0.043190831023827,11.993749756237102
43,164865928,3561604006,2020-05-25 11:59:54,0.0048282648061,11.998578021043203
44,165202937,164643758,2020-05-25 12:00:29,0.009522260569913,12.008100281613116
45,164973634,2594611153,2020-05-25 12:00:45,0.00445720978005,12.012557491393165
46,1165288323,164645908,2020-05-25 12:01:11,0.007288512230406,12.019846003623572
47,164682309,7014653109,2020-05-25 12:02:02,0.014176361746452,12.034022365370024
48,3529171932,3560960772,2020-05-25 12:03:23,0.022617203075612,12.056639568445636
49,1165288997,4589356679,2020-05-25 12:04:44,0.022422103144999,12.079061671590635
50,164865928,164850981,2020-05-25 12:26:54,0.369366382043156,12.44842805363379
51,165202937,1165288951,2020-05-25 12:27:38,0.012143144334699,12.46057119796849
52,165202937,7312867210,2020-05-25 12:27:46,0.002269003341587,12.462840201310076
53,3994723395,6171741466,2020-05-25 12:29:45,0.033147070321695,12.49598727163177
54,164865928,3560959879,2020-05-25 12:30:01,0.004305896502126,12.500293168133897
55,164865928,1656402167,2020-05-25 12:30:10,0.002515629903266,12.502808798037163
56,165202937,164686147,2020-05-25 12:32:33,0.039786234856384,12.542595032893548
57,164721080,6896614954,2020-05-25 12:33:36,0.017416879496656,12.560011912390204
58,164865928,3529171512,2020-05-25 12:33:50,0.004146710850502,12.564158623240706
59,7329106638,3411617033,2020-05-25 12:34:37,0.012857267330871,12.577015890571577
60,165093570,165205780,2020-05-25 12:35:22,0.012429002174885,12.589444892746462
61,2686712982,5159075179,2020-05-25 12:35:26,0.001154005855733,12.590598898602195
62,165202937,164920528,2020-05-25 12:37:06,0.027976134364904,12.6185750329671
63,164905481,3561606092,2020-05-25 12:37:35,0.007942085975301,12.6265171189424
64,164865928,3560961718,2020-05-25 12:37:44,0.002391544441602,12.628908663384003
65,7208289765,3561605674,2020-05-25 12:37:55,0.003237426582537,12.63214608996654
66,165202937,164698219,2020-05-25 12:38:32,0.010308670201724,12.642454760168263
67,165202937,164705594,2020-05-25 12:39:41,0.019023186765418,12.661477946933681
68,164865928,164914139,2020-05-25 12:43:32,0.064113746890115,12.725591693823796
69,164865928,164763263,2020-05-25 12:45:26,0.031750176019592,12.757341869843389
70,165202937,165202937,2020-05-25 12:46:04,0.010562824272998,12.767904694116387
71,3516419255,3560961705,2020-05-25 12:46:10,0.001725583301615,12.769630277418003
72,164865928,164664877,2020-05-25 12:48:25,0.037351651955863,12.806981929373865
73,165202937,7278828068,2020-05-25 12:48:50,0.006937609724497,12.813919539098363
74,165202937,164933384,2020-05-25 12:49:04,0.003926387420545,12.817845926518908
75,3603432684,6934963867,2020-05-25 12:50:57,0.031465482605354,12.849311409124262
76,165115417,7241658409,2020-05-25 12:51:05,0.00224017586623,12.851551584990492
77,6924946470,2882732931,2020-05-25 12:51:20,0.004121099510895,12.855672684501387
78,164865928,164868649,2020-05-25 13:08:48,0.291264948305393,13.14693763280678
79,165202937,7208289765,2020-05-25 13:09:35,0.012928909045261,13.159866541852042
80,164905479,3516418794,2020-05-25 13:12:34,0.049734872857432,13.209601414709473
81,164865928,165130094,2020-05-25 13:13:08,0.009405251641716,13.21900666635119
82,165202937,164804455,2020-05-25 13:13:16,0.002150807983956,13.221157474335145
83,165202937,7079463803,2020-05-25 13:14:36,0.0222688072643,13.243426281599445
84,164865928,3516420162,2020-05-25 13:14:48,0.003508029267937,13.246934310867383
85,164865928,164629748,2020-05-25 13:14:59,0.003010597328325,13.249944908195708
86,3489590575,164975746,2020-05-25 13:15:32,0.008952567230887,13.258897475426595
87,165202937,3516268736,2020-05-25 13:15:55,0.00647914326608,13.265376618692676
88,165202937,6602015140,2020-05-25 13:19:07,0.05326107301472,13.318637691707396
89,3516268364,165193480,2020-05-25 13:19:15,0.002404462044666,13.321042153752062
90,6924979105,4590119864,2020-05-25 13:21:00,0.028998617611288,13.35004077136335
91,165159183,4600487069,2020-05-25 13:22:02,0.017242968571127,13.367283739934477
92,164865928,164764115,2020-05-25 13:22:08,0.001803226223478,13.369086966157955
93,165202937,164703171,2020-05-25 13:22:13,0.001439322591445,13.3705262887494
94,7208289765,4589241424,2020-05-25 13:25:24,0.052889223453885,13.423415512203285
95,165202937,164613585,2020-05-25 13:29:37,0.070211533891671,13.493627046094955
96,5149187165,6913608916,2020-05-25 13:29:41,0.001331142763684,13.49495818885864
97,7328907857,164865928,2020-05-25 13:29:59,0.004889504527572,13.499847693386211
98,164865928,3561603774,2020-05-25 13:50:28,0.341305186689759,13.84115288007597
99,164865928,3560960333,2020-05-25 13:51:12,0.012328150902153,13.853481030978124
100,164874364,164874369,2020-05-25 13:52:19,0.018586590823455,13.872067621801579
101,164865928,164769919,2020-05-25 13:55:24,0.051400168694732,13.92346779049631
102,4600244359,6913185463,2020-05-25 13:55:42,0.005068284797867,13.928536075294177
103,6913628274,7155545793,2020-05-25 13:55:57,0.004145136655577,13.932681211949754
104,164776617,7144670659,2020-05-25 13:57:42,0.029110615418816,13.96179182736857
105,164865928,165193493,2020-05-25 13:57:56,0.003954942592147,13.965746769960717
106,6124634389,4602196646,2020-05-25 13:59:02,0.018190068480301,13.983936838441018
107,165202937,164874392,2020-05-25 13:59:11,0.002595933069006,13.986532771510024
108,3411545692,3516419088,2020-05-25 13:59:24,0.003546400456692,13.990079171966716
